timestamp,src_ip,dest_ip,port,protocol,packet_size,device_type,user_role,app,location
2024-10-09 02:21:11.703204,192.168.1.1,10.0.0.26,80,HTTP,3550,Laptop,Employee,Gaming,Berlin
2024-10-08 22:13:27.703204,192.168.1.1,10.0.0.62,80,HTTP,4196,Laptop,Employee,Gaming,Berlin
2024-10-09 02:30:56.703204,192.168.1.1,10.0.0.105,80,HTTP,5373,Laptop,Employee,Gaming,Berlin
2024-10-09 05:47:07.703204,192.168.1.1,10.0.0.245,21,FTP,2935,Laptop,Employee,Streaming,Berlin
2024-10-08 20:05:09.703204,192.168.1.1,10.0.0.202,80,HTTP,2772,Laptop,Employee,Streaming,Berlin
2024-10-09 04:16:02.703204,192.168.1.1,10.0.0.1,80,HTTP,4929,Laptop,Employee,Streaming,Berlin
2024-10-09 10:36:43.703204,192.168.1.1,10.0.0.150,21,FTP,4105,Laptop,Employee,Streaming,Berlin
2024-10-08 19:57:46.703204,192.168.1.1,10.0.0.43,80,HTTP,3968,Laptop,Employee,Gaming,Berlin
2024-10-09 04:05:31.703204,192.168.1.1,10.0.0.98,443,OTHER,4545,Laptop,Employee,Streaming,Berlin
2024-10-08 22:10:53.703204,192.168.1.1,10.0.0.79,80,HTTP,3338,Laptop,Employee,Streaming,Berlin
2024-10-08 22:31:24.703204,192.168.1.2,10.0.0.103,80,HTTP,4813,Tablet,Employee,Gaming,San Francisco
2024-10-08 14:15:44.703204,192.168.1.2,10.0.0.243,80,HTTP,4555,Tablet,Employee,Gaming,San Francisco
2024-10-09 03:10:06.703204,192.168.1.2,10.0.0.156,21,FTP,6635,Tablet,Employee,Gaming,San Francisco
2024-10-08 23:00:23.703204,192.168.1.2,10.0.0.139,80,HTTP,1631,Tablet,Employee,Gaming,San Francisco
2024-10-09 04:43:56.703204,192.168.1.2,10.0.0.86,80,HTTP,1306,Tablet,Employee,Gaming,San Francisco
2024-10-09 04:21:07.703204,192.168.1.2,10.0.0.245,80,HTTP,3088,Tablet,Employee,Gaming,San Francisco
2024-10-08 23:33:25.703204,192.168.1.2,10.0.0.221,80,HTTP,5303,Tablet,Employee,Gaming,San Francisco
2024-10-09 09:42:11.703204,192.168.1.2,10.0.0.42,80,HTTP,1882,Tablet,Employee,Gaming,San Francisco
2024-10-08 23:56:13.703204,192.168.1.2,10.0.0.153,80,HTTP,1635,Tablet,Employee,Gaming,San Francisco
2024-10-09 02:25:28.703204,192.168.1.2,10.0.0.254,80,HTTP,4083,Tablet,Employee,Gaming,San Francisco
2024-10-09 06:59:22.703204,192.168.1.2,10.0.0.195,21,FTP,6721,Tablet,Employee,Gaming,San Francisco
2024-10-08 19:28:21.703204,192.168.1.2,10.0.0.245,80,HTTP,3614,Tablet,Employee,Gaming,San Francisco
2024-10-09 03:57:12.703204,192.168.1.2,10.0.0.241,80,HTTP,3188,Tablet,Employee,Gaming,San Francisco
2024-10-09 11:00:37.703204,192.168.1.2,10.0.0.8,80,HTTP,1123,Tablet,Employee,Gaming,San Francisco
2024-10-09 08:28:26.703204,192.168.1.2,10.0.0.123,80,HTTP,3399,Tablet,Employee,Gaming,San Francisco
2024-10-09 06:51:21.703204,192.168.1.2,10.0.0.88,80,HTTP,2498,Tablet,Employee,Gaming,San Francisco
2024-10-08 23:26:02.703204,192.168.1.2,10.0.0.253,80,HTTP,4219,Tablet,Employee,Gaming,San Francisco
2024-10-09 10:25:37.703204,192.168.1.2,10.0.0.228,80,HTTP,3503,Tablet,Employee,Gaming,San Francisco
2024-10-09 01:24:20.703204,192.168.1.2,10.0.0.48,443,OTHER,4856,Tablet,Employee,Gaming,San Francisco
2024-10-08 13:44:28.703204,192.168.1.2,10.0.0.102,80,HTTP,4144,Tablet,Employee,Gaming,San Francisco
2024-10-09 06:18:54.703204,192.168.1.2,10.0.0.86,21,FTP,5847,Tablet,Employee,Gaming,San Francisco
2024-10-09 10:05:25.703204,192.168.1.3,10.0.0.55,8080,OTHER,1243,Laptop,Employee,Streaming,New York
2024-10-09 03:40:42.703204,192.168.1.3,10.0.0.210,80,HTTP,4806,Laptop,Employee,Streaming,New York
2024-10-09 04:32:38.703204,192.168.1.3,10.0.0.159,53,OTHER,2294,Laptop,Employee,Streaming,New York
2024-10-09 07:42:26.703204,192.168.1.3,10.0.0.135,80,HTTP,6971,Laptop,Employee,Streaming,New York
2024-10-09 06:14:46.703204,192.168.1.3,10.0.0.212,53,OTHER,2839,Laptop,Employee,Streaming,New York
2024-10-09 04:12:56.703204,192.168.1.3,10.0.0.60,21,FTP,4001,Laptop,Employee,Streaming,New York
2024-10-09 07:12:55.703204,192.168.1.3,10.0.0.143,8080,OTHER,2593,Laptop,Employee,Streaming,New York
2024-10-09 05:02:12.703204,192.168.1.3,10.0.0.223,443,OTHER,3808,Laptop,Employee,Streaming,New York
2024-10-08 16:23:33.703204,192.168.1.3,10.0.0.116,80,HTTP,5703,Laptop,Employee,Streaming,New York
2024-10-08 13:25:03.703204,192.168.1.3,10.0.0.83,22,SSH,1070,Laptop,Employee,Streaming,New York
2024-10-09 03:49:09.703204,192.168.1.3,10.0.0.185,53,OTHER,3615,Laptop,Employee,Streaming,New York
2024-10-09 00:44:41.703204,192.168.1.3,10.0.0.205,53,OTHER,1619,Laptop,Employee,Streaming,New York
2024-10-08 16:21:59.703204,192.168.1.3,10.0.0.95,80,HTTP,4165,Laptop,Employee,Streaming,New York
2024-10-09 03:03:26.703204,192.168.1.3,10.0.0.115,80,HTTP,2077,Laptop,Employee,Streaming,New York
2024-10-09 03:16:44.703204,192.168.1.3,10.0.0.141,21,FTP,6233,Laptop,Employee,Streaming,New York
2024-10-09 03:07:05.703204,192.168.1.3,10.0.0.190,53,OTHER,4141,Laptop,Employee,Streaming,New York
2024-10-09 03:56:23.703204,192.168.1.3,10.0.0.241,443,OTHER,4609,Laptop,Employee,Streaming,New York
2024-10-09 12:49:31.703204,192.168.1.3,10.0.0.67,80,HTTP,1991,Laptop,Employee,Streaming,New York
2024-10-09 00:38:20.703204,192.168.1.3,10.0.0.59,80,HTTP,5047,Laptop,Employee,Streaming,New York
2024-10-09 07:17:34.703204,192.168.1.3,10.0.0.138,80,HTTP,6985,Laptop,Employee,Streaming,New York
2024-10-09 03:49:20.703204,192.168.1.3,10.0.0.213,80,HTTP,3336,Laptop,Employee,Streaming,New York
2024-10-09 07:42:59.703204,192.168.1.3,10.0.0.16,8080,OTHER,2555,Laptop,Employee,Streaming,New York
2024-10-09 10:03:37.703204,192.168.1.4,10.0.0.56,443,OTHER,5368,Tablet,Developer,Gaming,Berlin
2024-10-08 19:57:08.703204,192.168.1.4,10.0.0.131,22,SSH,1771,Tablet,Developer,Gaming,Berlin
2024-10-09 00:24:26.703204,192.168.1.4,10.0.0.241,80,HTTP,5653,Tablet,Developer,Gaming,Berlin
2024-10-08 18:54:39.703204,192.168.1.4,10.0.0.26,80,HTTP,6790,Tablet,Developer,Gaming,Berlin
2024-10-08 23:01:00.703204,192.168.1.4,10.0.0.211,22,SSH,1630,Tablet,Developer,Gaming,Berlin
2024-10-08 23:54:07.703204,192.168.1.4,10.0.0.177,8080,OTHER,6129,Tablet,Developer,File Sharing,Berlin
2024-10-09 10:17:10.703204,192.168.1.4,10.0.0.42,21,FTP,5807,Tablet,Developer,File Sharing,Berlin
2024-10-09 03:39:20.703204,192.168.1.4,10.0.0.107,21,FTP,2414,Tablet,Developer,Gaming,Berlin
2024-10-09 07:12:39.703204,192.168.1.4,10.0.0.15,53,OTHER,276,Tablet,Developer,File Sharing,Berlin
2024-10-09 11:46:36.703204,192.168.1.4,10.0.0.186,80,HTTP,5884,Tablet,Developer,Gaming,Berlin
2024-10-08 16:38:06.703204,192.168.1.4,10.0.0.251,443,OTHER,5948,Tablet,Developer,File Sharing,Berlin
2024-10-09 06:59:01.703204,192.168.1.4,10.0.0.3,8080,OTHER,1359,Tablet,Developer,Gaming,Berlin
2024-10-09 00:09:38.703204,192.168.1.4,10.0.0.113,80,HTTP,1884,Tablet,Developer,Gaming,Berlin
2024-10-08 21:31:59.703204,192.168.1.4,10.0.0.174,21,FTP,2283,Tablet,Developer,Gaming,Berlin
2024-10-09 07:12:49.703204,192.168.1.4,10.0.0.50,80,HTTP,4507,Tablet,Developer,Gaming,Berlin
2024-10-09 00:05:29.703204,192.168.1.4,10.0.0.103,21,FTP,4761,Tablet,Developer,File Sharing,Berlin
2024-10-08 16:06:19.703204,192.168.1.4,10.0.0.237,21,FTP,5980,Tablet,Developer,Gaming,Berlin
2024-10-08 18:05:58.703204,192.168.1.4,10.0.0.9,22,SSH,566,Tablet,Developer,Gaming,Berlin
2024-10-09 02:03:12.703204,192.168.1.4,10.0.0.101,21,FTP,2441,Tablet,Developer,Gaming,Berlin
2024-10-09 09:17:33.703204,192.168.1.4,10.0.0.208,80,HTTP,3021,Tablet,Developer,File Sharing,Berlin
2024-10-08 14:18:42.703204,192.168.1.4,10.0.0.19,22,SSH,570,Tablet,Developer,File Sharing,Berlin
2024-10-09 09:16:53.703204,192.168.1.4,10.0.0.61,21,FTP,5200,Tablet,Developer,Gaming,Berlin
2024-10-09 00:14:00.703204,192.168.1.4,10.0.0.58,80,HTTP,4068,Tablet,Developer,File Sharing,Berlin
2024-10-09 06:49:30.703204,192.168.1.4,10.0.0.19,8080,OTHER,3864,Tablet,Developer,File Sharing,Berlin
2024-10-09 08:40:32.703204,192.168.1.4,10.0.0.231,80,HTTP,1834,Tablet,Developer,Gaming,Berlin
2024-10-09 03:22:15.703204,192.168.1.4,10.0.0.140,80,HTTP,5690,Tablet,Developer,File Sharing,Berlin
2024-10-09 01:25:44.703204,192.168.1.4,10.0.0.124,53,OTHER,6011,Tablet,Developer,File Sharing,Berlin
2024-10-09 00:57:43.703204,192.168.1.4,10.0.0.131,21,FTP,4308,Tablet,Developer,Gaming,Berlin
2024-10-09 04:43:26.703204,192.168.1.4,10.0.0.215,443,OTHER,2772,Tablet,Developer,File Sharing,Berlin
2024-10-09 04:03:28.703204,192.168.1.4,10.0.0.50,80,HTTP,4036,Tablet,Developer,Gaming,Berlin
2024-10-08 17:10:55.703204,192.168.1.4,10.0.0.184,80,HTTP,1467,Tablet,Developer,File Sharing,Berlin
2024-10-08 20:03:04.703204,192.168.1.4,10.0.0.232,80,HTTP,5277,Tablet,Developer,Gaming,Berlin
2024-10-09 12:12:22.703204,192.168.1.4,10.0.0.232,80,HTTP,5477,Tablet,Developer,File Sharing,Berlin
2024-10-08 23:36:24.703204,192.168.1.4,10.0.0.211,80,HTTP,6532,Tablet,Developer,Gaming,Berlin
2024-10-09 05:37:43.703204,192.168.1.4,10.0.0.159,80,HTTP,4865,Tablet,Developer,Gaming,Berlin
2024-10-09 11:50:55.703204,192.168.1.4,10.0.0.104,80,HTTP,3887,Tablet,Developer,File Sharing,Berlin
2024-10-09 04:00:09.703204,192.168.1.4,10.0.0.221,80,HTTP,4870,Tablet,Developer,Gaming,Berlin
2024-10-09 01:42:39.703204,192.168.1.4,10.0.0.155,80,HTTP,1567,Tablet,Developer,File Sharing,Berlin
2024-10-08 22:33:38.703204,192.168.1.4,10.0.0.214,21,FTP,6183,Tablet,Developer,Gaming,Berlin
2024-10-09 01:41:41.703204,192.168.1.4,10.0.0.231,21,FTP,3366,Tablet,Developer,File Sharing,Berlin
2024-10-08 14:43:22.703204,192.168.1.5,10.0.0.44,21,FTP,8685,Smartphone,Developer,File Sharing,Berlin
2024-10-08 15:31:00.703204,192.168.1.5,10.0.0.207,80,HTTP,6831,Smartphone,Developer,File Sharing,Berlin
2024-10-08 20:41:02.703204,192.168.1.5,10.0.0.80,21,FTP,6473,Smartphone,Developer,File Sharing,Berlin
2024-10-09 08:20:48.703204,192.168.1.5,10.0.0.199,80,HTTP,2396,Smartphone,Developer,File Sharing,Berlin
2024-10-09 06:00:47.703204,192.168.1.5,10.0.0.141,80,HTTP,2675,Smartphone,Developer,File Sharing,Berlin
2024-10-08 23:25:56.703204,192.168.1.5,10.0.0.170,80,HTTP,5699,Smartphone,Developer,File Sharing,Berlin
2024-10-09 09:54:52.703204,192.168.1.5,10.0.0.42,80,HTTP,4802,Smartphone,Developer,File Sharing,Berlin
2024-10-09 04:20:45.703204,192.168.1.5,10.0.0.150,80,HTTP,6807,Smartphone,Developer,File Sharing,Berlin
2024-10-09 11:21:55.703204,192.168.1.5,10.0.0.192,80,HTTP,2311,Smartphone,Developer,File Sharing,Berlin
2024-10-09 09:14:53.703204,192.168.1.5,10.0.0.214,80,HTTP,3061,Smartphone,Developer,File Sharing,Berlin
2024-10-09 03:51:03.703204,192.168.1.5,10.0.0.252,21,FTP,7746,Smartphone,Developer,File Sharing,Berlin
2024-10-08 16:09:04.703204,192.168.1.5,10.0.0.233,21,FTP,3335,Smartphone,Developer,File Sharing,Berlin
2024-10-09 01:42:07.703204,192.168.1.5,10.0.0.16,80,HTTP,2788,Smartphone,Developer,File Sharing,Berlin
2024-10-09 02:10:14.703204,192.168.1.5,10.0.0.76,80,HTTP,2632,Smartphone,Developer,File Sharing,Berlin
2024-10-08 22:40:56.703204,192.168.1.5,10.0.0.194,21,FTP,8454,Smartphone,Developer,File Sharing,Berlin
2024-10-09 02:47:44.703204,192.168.1.5,10.0.0.20,21,FTP,3231,Smartphone,Developer,File Sharing,Berlin
2024-10-09 03:36:00.703204,192.168.1.5,10.0.0.83,80,HTTP,6652,Smartphone,Developer,File Sharing,Berlin
2024-10-08 18:26:08.703204,192.168.1.5,10.0.0.51,80,HTTP,5803,Smartphone,Developer,File Sharing,Berlin
2024-10-09 07:07:32.703204,192.168.1.5,10.0.0.189,80,HTTP,6765,Smartphone,Developer,File Sharing,Berlin
2024-10-09 05:36:11.703204,192.168.1.5,10.0.0.240,21,FTP,6628,Smartphone,Developer,File Sharing,Berlin
2024-10-09 09:51:31.703204,192.168.1.5,10.0.0.165,80,HTTP,1906,Smartphone,Developer,File Sharing,Berlin
2024-10-09 04:49:05.703204,192.168.1.6,10.0.0.227,80,HTTP,2881,Laptop,Employee,Gaming,San Francisco
2024-10-09 08:19:39.703204,192.168.1.6,10.0.0.22,21,FTP,7207,Laptop,Employee,Gaming,San Francisco
2024-10-09 04:12:54.703204,192.168.1.6,10.0.0.138,22,SSH,594,Laptop,Employee,Email,San Francisco
2024-10-09 06:13:29.703204,192.168.1.6,10.0.0.3,80,HTTP,3723,Laptop,Employee,File Sharing,San Francisco
2024-10-08 21:01:19.703204,192.168.1.6,10.0.0.31,80,HTTP,2600,Laptop,Employee,Email,San Francisco
2024-10-09 00:58:46.703204,192.168.1.6,10.0.0.129,80,HTTP,1490,Laptop,Employee,File Sharing,San Francisco
2024-10-08 23:31:27.703204,192.168.1.6,10.0.0.191,80,HTTP,3195,Laptop,Employee,Gaming,San Francisco
2024-10-09 03:05:51.703204,192.168.1.6,10.0.0.216,21,FTP,3057,Laptop,Employee,File Sharing,San Francisco
2024-10-09 04:22:48.703204,192.168.1.6,10.0.0.203,22,SSH,1846,Laptop,Employee,Gaming,San Francisco
2024-10-09 05:24:52.703204,192.168.1.6,10.0.0.35,80,HTTP,5691,Laptop,Employee,Email,San Francisco
2024-10-09 03:16:22.703204,192.168.1.6,10.0.0.193,21,FTP,3166,Laptop,Employee,Email,San Francisco
2024-10-09 04:35:22.703204,192.168.1.6,10.0.0.16,80,HTTP,1737,Laptop,Employee,Gaming,San Francisco
2024-10-09 11:26:45.703204,192.168.1.6,10.0.0.216,22,SSH,1758,Laptop,Employee,Gaming,San Francisco
2024-10-08 23:23:04.703204,192.168.1.6,10.0.0.10,22,SSH,460,Laptop,Employee,Email,San Francisco
2024-10-09 01:09:42.703204,192.168.1.6,10.0.0.219,80,HTTP,3182,Laptop,Employee,Email,San Francisco
2024-10-09 03:17:45.703204,192.168.1.6,10.0.0.213,80,HTTP,3886,Laptop,Employee,Email,San Francisco
2024-10-09 05:43:34.703204,192.168.1.6,10.0.0.121,80,HTTP,2898,Laptop,Employee,File Sharing,San Francisco
2024-10-09 12:54:13.703204,192.168.1.6,10.0.0.115,80,HTTP,4187,Laptop,Employee,Email,San Francisco
2024-10-08 13:31:49.703204,192.168.1.6,10.0.0.159,80,HTTP,3387,Laptop,Employee,Email,San Francisco
2024-10-09 03:26:21.703204,192.168.1.6,10.0.0.146,80,HTTP,4690,Laptop,Employee,Gaming,San Francisco
2024-10-09 02:01:26.703204,192.168.1.6,10.0.0.165,80,HTTP,1469,Laptop,Employee,File Sharing,San Francisco
2024-10-09 05:30:33.703204,192.168.1.7,10.0.0.164,22,SSH,397,Laptop,Developer,File Sharing,London
2024-10-08 20:27:02.703204,192.168.1.7,10.0.0.168,80,HTTP,3607,Laptop,Developer,File Sharing,London
2024-10-09 01:13:56.703204,192.168.1.7,10.0.0.77,80,HTTP,2615,Laptop,Developer,File Sharing,London
2024-10-09 07:45:05.703204,192.168.1.7,10.0.0.94,80,HTTP,4642,Laptop,Developer,File Sharing,London
2024-10-09 10:25:17.703204,192.168.1.7,10.0.0.152,8080,OTHER,5696,Laptop,Developer,File Sharing,London
2024-10-09 10:24:49.703204,192.168.1.7,10.0.0.53,80,HTTP,2580,Laptop,Developer,File Sharing,London
2024-10-09 07:44:14.703204,192.168.1.7,10.0.0.124,80,HTTP,3061,Laptop,Developer,File Sharing,London
2024-10-09 02:41:47.703204,192.168.1.7,10.0.0.52,21,FTP,6097,Laptop,Developer,File Sharing,London
2024-10-09 09:51:46.703204,192.168.1.7,10.0.0.203,21,FTP,6043,Laptop,Developer,File Sharing,London
2024-10-09 03:35:14.703204,192.168.1.7,10.0.0.227,22,SSH,1278,Laptop,Developer,File Sharing,London
2024-10-08 15:02:04.703204,192.168.1.7,10.0.0.107,80,HTTP,1779,Laptop,Developer,File Sharing,London
2024-10-08 17:56:27.703204,192.168.1.7,10.0.0.98,22,SSH,1733,Laptop,Developer,File Sharing,London
2024-10-09 01:27:35.703204,192.168.1.7,10.0.0.165,80,HTTP,3050,Laptop,Developer,File Sharing,London
2024-10-09 02:43:17.703204,192.168.1.7,10.0.0.17,21,FTP,3397,Laptop,Developer,File Sharing,London
2024-10-09 10:47:56.703204,192.168.1.7,10.0.0.93,8080,OTHER,1328,Laptop,Developer,File Sharing,London
2024-10-09 03:23:29.703204,192.168.1.7,10.0.0.103,80,HTTP,4195,Laptop,Developer,File Sharing,London
2024-10-09 06:33:32.703204,192.168.1.8,10.0.0.9,80,HTTP,2987,Desktop,Developer,Social Media,San Francisco
2024-10-09 08:43:13.703204,192.168.1.8,10.0.0.146,80,HTTP,3355,Desktop,Developer,Social Media,San Francisco
2024-10-09 02:53:00.703204,192.168.1.8,10.0.0.9,80,HTTP,3507,Desktop,Developer,Social Media,San Francisco
2024-10-09 08:38:04.703204,192.168.1.8,10.0.0.163,53,OTHER,658,Desktop,Developer,Social Media,San Francisco
2024-10-09 02:22:07.703204,192.168.1.8,10.0.0.64,53,OTHER,2617,Desktop,Developer,Gaming,San Francisco
2024-10-09 10:07:47.703204,192.168.1.8,10.0.0.63,8080,OTHER,2324,Desktop,Developer,Social Media,San Francisco
2024-10-08 15:53:00.703204,192.168.1.8,10.0.0.193,21,FTP,5614,Desktop,Developer,Social Media,San Francisco
2024-10-09 02:14:16.703204,192.168.1.8,10.0.0.3,80,HTTP,2815,Desktop,Developer,Social Media,San Francisco
2024-10-09 02:58:40.703204,192.168.1.8,10.0.0.189,80,HTTP,923,Desktop,Developer,Gaming,San Francisco
2024-10-09 07:55:42.703204,192.168.1.8,10.0.0.62,80,HTTP,2696,Desktop,Developer,Gaming,San Francisco
2024-10-09 03:26:08.703204,192.168.1.8,10.0.0.90,443,OTHER,2332,Desktop,Developer,Social Media,San Francisco
2024-10-09 04:26:11.703204,192.168.1.8,10.0.0.171,22,SSH,426,Desktop,Developer,Social Media,San Francisco
2024-10-08 16:56:42.703204,192.168.1.8,10.0.0.173,80,HTTP,2555,Desktop,Developer,Gaming,San Francisco
2024-10-09 03:40:26.703204,192.168.1.8,10.0.0.131,80,HTTP,3770,Desktop,Developer,Gaming,San Francisco
2024-10-08 17:50:26.703204,192.168.1.8,10.0.0.117,443,OTHER,1598,Desktop,Developer,Gaming,San Francisco
2024-10-09 09:37:04.703204,192.168.1.8,10.0.0.85,53,OTHER,1496,Desktop,Developer,Gaming,San Francisco
2024-10-08 16:40:36.703204,192.168.1.8,10.0.0.139,22,SSH,1293,Desktop,Developer,Gaming,San Francisco
2024-10-09 00:34:29.703204,192.168.1.8,10.0.0.237,21,FTP,2948,Desktop,Developer,Social Media,San Francisco
2024-10-08 14:52:34.703204,192.168.1.8,10.0.0.36,22,SSH,971,Desktop,Developer,Gaming,San Francisco
2024-10-08 16:25:52.703204,192.168.1.8,10.0.0.50,8080,OTHER,3651,Desktop,Developer,Social Media,San Francisco
2024-10-09 04:47:14.703204,192.168.1.8,10.0.0.236,8080,OTHER,2846,Desktop,Developer,Gaming,San Francisco
2024-10-09 08:17:24.703204,192.168.1.8,10.0.0.73,80,HTTP,2233,Desktop,Developer,Social Media,San Francisco
2024-10-09 00:37:39.703204,192.168.1.9,10.0.0.116,80,HTTP,3900,Desktop,Admin,Social Media,New York
2024-10-09 08:05:47.703204,192.168.1.9,10.0.0.128,80,HTTP,4158,Desktop,Admin,Social Media,New York
2024-10-09 06:17:19.703204,192.168.1.9,10.0.0.161,80,HTTP,3502,Desktop,Admin,Social Media,New York
2024-10-08 16:10:34.703204,192.168.1.9,10.0.0.42,80,HTTP,3247,Desktop,Admin,Social Media,New York
2024-10-08 17:16:14.703204,192.168.1.9,10.0.0.52,80,HTTP,4928,Desktop,Admin,Social Media,New York
2024-10-09 03:02:15.703204,192.168.1.9,10.0.0.240,21,FTP,2265,Desktop,Admin,Email,New York
2024-10-09 05:23:52.703204,192.168.1.9,10.0.0.63,8080,OTHER,4950,Desktop,Admin,Social Media,New York
2024-10-09 09:00:18.703204,192.168.1.9,10.0.0.109,80,HTTP,1713,Desktop,Admin,Email,New York
2024-10-08 16:18:11.703204,192.168.1.9,10.0.0.238,22,SSH,1534,Desktop,Admin,Social Media,New York
2024-10-08 15:37:39.703204,192.168.1.9,10.0.0.120,80,HTTP,2598,Desktop,Admin,Social Media,New York
2024-10-09 04:44:06.703204,192.168.1.9,10.0.0.192,80,HTTP,2222,Desktop,Admin,Email,New York
2024-10-08 21:17:05.703204,192.168.1.9,10.0.0.43,80,HTTP,3961,Desktop,Admin,Email,New York
2024-10-09 06:08:45.703204,192.168.1.9,10.0.0.107,80,HTTP,4964,Desktop,Admin,Social Media,New York
2024-10-08 22:05:12.703204,192.168.1.9,10.0.0.65,80,HTTP,5154,Desktop,Admin,Email,New York
2024-10-09 04:25:01.703204,192.168.1.10,10.0.0.113,21,FTP,1852,Desktop,Admin,File Sharing,Berlin
2024-10-08 17:45:54.703204,192.168.1.10,10.0.0.113,22,SSH,629,Desktop,Admin,File Sharing,Berlin
2024-10-08 23:03:27.703204,192.168.1.10,10.0.0.209,8080,OTHER,1310,Desktop,Admin,Streaming,Berlin
2024-10-08 18:43:46.703204,192.168.1.10,10.0.0.233,53,OTHER,2451,Desktop,Admin,File Sharing,Berlin
2024-10-09 02:12:41.703204,192.168.1.10,10.0.0.207,22,SSH,495,Desktop,Admin,Social Media,Berlin
2024-10-09 00:59:00.703204,192.168.1.10,10.0.0.175,80,HTTP,762,Desktop,Admin,File Sharing,Berlin
2024-10-09 00:26:31.703204,192.168.1.10,10.0.0.150,21,FTP,1755,Desktop,Admin,Streaming,Berlin
2024-10-09 05:36:38.703204,192.168.1.10,10.0.0.153,22,SSH,673,Desktop,Admin,Streaming,Berlin
2024-10-09 11:33:03.703204,192.168.1.10,10.0.0.181,22,SSH,649,Desktop,Admin,File Sharing,Berlin
2024-10-08 22:09:37.703204,192.168.1.10,10.0.0.107,8080,OTHER,605,Desktop,Admin,File Sharing,Berlin
2024-10-09 01:21:51.703204,192.168.1.10,10.0.0.73,22,SSH,853,Desktop,Admin,Social Media,Berlin
2024-10-09 02:54:06.703204,192.168.1.10,10.0.0.196,8080,OTHER,419,Desktop,Admin,Streaming,Berlin
